System Setting,System Mode,Calendar Event,Program Mode,Cool Set Temp (F),Heat Set Temp (F),Current Temp (F),Current Humidity (%RH),Outdoor Temp (F),Wind Speed (km/h),Cool Stage 1 (sec),Heat Stage 1 (sec),Aux Heat 1 (sec),Fan (sec),DM Offset,Thermostat Temperature (F),Thermostat Humidity (%RH),Thermostat Motion,Upstairs (F),Upstairs2
heat,compressorHeatOff,,Home,78,67,67.9,47,52.5,0,0,0,0,0,,67.9,47,0,69.8,0
heat,compressorHeatOff,,Home,78,67,68.2,47,52.5,0,0,0,0,0,,68.2,47,0,69.8,0
heat,compressorHeatOff,,Home,78,67,68.5,45,52,0,0,0,0,0,,68.3,45,0,69.6,0
heat,compressorHeatOff,,Home,78,67,68.7,45,52,0,0,0,0,0,,68.4,45,0,69.6,0
heat,compressorHeatOff,,Home,78,67,68.9,45,52,0,0,0,0,0,,68.4,45,0,69.6,0
heat,compressorHeatOff,,Home,78,67,68.8,46,52,0,0,0,0,0,,67.9,46,0,69.4,0
heat,compressorHeatOff,,Home,78,67,69,47,52,0,0,0,0,0,,67.9,47,0,69.4,0
heat,compressorHeatOff,,Home,76.7,65.7,69.3,46,52,0,0,0,0,0,,68.1,46,0,69.4,0
heat,compressorHeatOff,,Sleep,73,62,69.4,46,51.7,0,0,0,0,0,,68.2,46,0,69.4,0
heat,compressorHeatOff,,Sleep,73,62,69.4,46,51.7,0,0,0,0,0,,68.3,46,0,69.4,0
heat,compressorHeatOff,,Sleep,73,62,69.2,46,51.7,0,0,0,0,0,,68.2,46,0,69.2,0
heat,compressorHeatOff,,Sleep,73,62,69.2,46,51.7,0,0,0,0,0,,67.7,46,1,69.2,0
heat,compressorHeatOff,,Sleep,73,62,69.2,46,51.7,0,0,0,0,0,,67.6,46,1,69.2,0
heat,compressorHeatOff,,Sleep,73,62,69.2,46,51.7,0,0,0,0,0,,67.9,46,1,69.2,1
heat,compressorHeatOff,,Sleep,73,62,69,46,51.6,0,0,0,0,0,,68,46,0,69,1
heat,compressorHeatOff,,Sleep,73,62,69,46,51.6,0,0,0,0,0,,68.1,46,0,69,1
heat,compressorHeatOff,,Sleep,73,62,69,46,51.6,0,0,0,0,0,,68,46,1,69,0
heat,compressorHeatOff,,Sleep,73,62,69,47,51.6,0,0,0,0,0,,67.4,47,0,69,1
heat,compressorHeatOff,,Sleep,73,62,69,47,51.6,0,0,0,0,0,,67.5,47,0,69,1
heat,compressorHeatOff,,Sleep,73,62,69,47,51.6,0,0,0,0,0,,67.7,47,0,69,0
heat,compressorHeatOff,,Sleep,73,62,69,47,51.2,0,0,0,0,0,,67.8,47,0,69,1
heat,compressorHeatOff,,Sleep,73,62,69,46,51.2,0,0,0,0,0,,67.9,46,1,69,1
heat,compressorHeatOff,,Sleep,73,62,69,46,51.2,0,0,0,0,0,,67.8,46,0,69,1
heat,compressorHeatOff,,Sleep,73,62,69,47,51.2,0,0,0,0,0,,67.3,47,0,69,0
heat,compressorHeatOff,,Sleep,73,62,68.9,47,51.2,0,0,0,0,0,,67.4,47,0,68.9,0
heat,compressorHeatOff,,Sleep,73,62,68.9,46,51.2,0,0,0,0,0,,67.6,46,0,68.9,1
heat,compressorHeatOff,,Sleep,73,62,68.9,46,50.8,0,0,0,0,0,,67.5,46,0,68.9,1
heat,compressorHeatOff,,Sleep,73,62,69,45,50.8,0,0,0,0,0,,67.5,45,0,69,0
heat,compressorHeatOff,,Sleep,73,62,69,45,50.8,0,0,0,0,0,,67.2,45,0,69,0
heat,compressorHeatOff,,Sleep,73,62,68.9,46,50.8,0,0,0,0,0,,66.8,46,0,68.9,0
heat,compressorHeatOff,,Sleep,73,62,68.9,47,50.8,0,0,0,0,0,,66.9,47,0,68.9,0
heat,compressorHeatOff,,Sleep,73,62,68.9,47,50.8,0,0,0,0,0,,67.1,47,0,68.9,0
heat,compressorHeatOff,,Sleep,73,62,68.9,46,50.9,0,0,0,0,0,,67.2,46,0,68.9,0
heat,compressorHeatOff,,Sleep,73,62,68.9,45,50.9,0,0,0,0,0,,67.2,45,0,68.9,0
heat,compressorHeatOff,,Sleep,73,62,68.9,45,50.9,0,0,0,0,0,,66.9,45,0,68.9,0
heat,compressorHeatOff,,Sleep,73,62,68.9,46,50.9,0,0,0,0,0,,66.6,46,0,68.9,0
heat,compressorHeatOff,,Sleep,73,62,68.8,47,50.9,0,0,0,0,0,,66.7,47,0,68.8,0
heat,compressorHeatOff,,Sleep,73,62,68.7,46,50.9,0,0,0,0,0,,66.9,46,0,68.7,0
heat,compressorHeatOff,,Sleep,73,62,68.7,45,50.6,0,0,0,0,0,,67,45,0,68.7,0
heat,compressorHeatOff,,Sleep,73,62,68.7,45,50.6,0,0,0,0,0,,67.1,45,0,68.7,0
heat,compressorHeatOff,,Sleep,73,62,68.7,45,50.6,0,0,0,0,0,,66.7,45,0,68.7,0
heat,compressorHeatOff,,Sleep,73,62,68.7,47,50.6,0,0,0,0,0,,66.4,47,0,68.7,0
heat,compressorHeatOff,,Sleep,73,62,68.7,46,50.6,0,0,0,0,0,,66.5,46,0,68.7,0
heat,compressorHeatOff,,Sleep,73,62,68.7,45,50.6,0,0,0,0,0,,66.7,45,0,68.7,0
heat,compressorHeatOff,,Sleep,73,62,68.5,44,50.1,0,0,0,0,0,,66.8,44,0,68.5,0
heat,compressorHeatOff,,Sleep,73,62,68.5,44,50.1,0,0,0,0,0,,66.7,44,0,68.5,0
heat,compressorHeatOff,,Sleep,73,62,68.5,45,50.1,0,0,0,0,0,,66.2,45,0,68.5,0
heat,compressorHeatOff,,Sleep,73,62,68.5,46,50.1,0,0,0,0,0,,65.9,46,0,68.5,0
heat,compressorHeatOff,,Sleep,73,62,68.3,46,50.1,0,0,0,0,0,,66.1,46,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,46,50.1,0,0,0,0,0,,66.1,46,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,46,50,0,0,0,0,0,,66.2,46,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,45,50,0,0,0,0,0,,66.2,45,0,68.3,1
heat,compressorHeatOff,,Sleep,73,62,68.3,45,50,0,0,0,0,0,,65.9,45,1,68.3,1
heat,compressorHeatOff,,Sleep,73,62,68.3,46,50,0,0,0,0,0,,65.7,46,0,68.3,1
heat,compressorHeatOff,,Sleep,73,62,68.3,46,50,0,0,0,0,0,,66,46,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.2,46,50,0,0,0,0,0,,66.2,46,0,68.2,0
heat,compressorHeatOff,,Sleep,73,62,68.1,46,50,0,0,0,0,0,,66.3,46,0,68.1,0
heat,compressorHeatOff,,Sleep,73,62,68.1,45,50,0,0,0,0,0,,66.3,45,0,68.1,0
heat,compressorHeatOff,,Sleep,73,62,68.1,46,50,0,0,0,0,0,,65.8,46,0,68.1,0
heat,compressorHeatOff,,Sleep,73,62,68,46,50,0,0,0,0,0,,65.7,46,0,68,0
heat,compressorHeatOff,,Sleep,73,62,68,46,50,0,0,0,0,0,,65.9,46,0,68,0
heat,compressorHeatOff,,Sleep,73,62,68,46,50,0,0,0,0,0,,66.1,46,0,68,0
heat,compressorHeatOff,,Sleep,73,62,68,45,49.6,0,0,0,0,0,,66.1,45,0,68,0
heat,compressorHeatOff,,Sleep,73,62,68,44,49.6,0,0,0,0,0,,66.1,44,0,68,0
heat,compressorHeatOff,,Sleep,73,62,67.8,46,49.6,0,0,0,0,0,,65.6,46,0,67.8,0
heat,compressorHeatOff,,Sleep,73,62,67.8,46,49.6,0,0,0,0,0,,65.6,46,0,67.8,0
heat,compressorHeatOff,,Sleep,73,62,67.8,46,49.6,0,0,0,0,0,,65.8,46,0,67.8,0
heat,compressorHeatOff,,Sleep,73,62,67.8,46,49.6,0,0,0,0,0,,65.9,46,0,67.8,0
heat,compressorHeatOff,,Sleep,73,62,67.6,45,48.4,0,0,0,0,0,,66,45,0,67.6,0
heat,compressorHeatOff,,Sleep,73,62,67.6,44,48.4,0,0,0,0,0,,65.8,44,0,67.6,0
heat,compressorHeatOff,,Sleep,73,62,67.6,45,48.4,0,0,0,0,0,,65.2,45,0,67.6,0
heat,compressorHeatOff,,Sleep,73,62,67.6,46,48.4,0,0,0,0,0,,65.2,46,0,67.6,0
heat,compressorHeatOff,,Sleep,73,62,67.6,46,48.4,0,0,0,0,0,,65.3,46,0,67.6,0
heat,compressorHeatOff,,Sleep,73,62,67.6,45,48.4,0,0,0,0,0,,65.3,45,0,67.6,0
heat,compressorHeatOff,,Sleep,73,62,67.6,44,48.3,0,0,0,0,0,,65.3,44,0,67.6,0
heat,compressorHeatOff,,Sleep,73,62,67.4,44,48.3,0,0,0,0,0,,65,44,0,67.4,0
heat,compressorHeatOff,,Sleep,73,62,67.4,45,48.3,0,0,0,0,0,,64.6,45,0,67.4,0
heat,compressorHeatOff,,Sleep,73,62,67.4,46,48.3,0,0,0,0,0,,64.7,46,0,67.4,0
heat,compressorHeatOff,,Sleep,73,62,67.4,46,48.3,0,0,0,0,0,,64.8,46,0,67.4,0
heat,compressorHeatOff,,Sleep,73,62,67.4,46,48.3,0,0,0,0,0,,64.9,46,0,67.4,0
heat,compressorHeatOff,,Sleep,73,62,67.2,46,48,0,0,0,0,0,,64.9,46,0,67.2,0
heat,compressorHeatOff,,Sleep,73,62,67.2,45,48,0,0,0,0,0,,64.7,45,0,67.2,0
heat,compressorHeatOff,,Sleep,73,62,67.2,46,48,0,0,0,0,0,,64.3,46,0,67.2,0
heat,compressorHeatOff,,Sleep,73,62,67.2,46,48,0,0,0,0,0,,64.4,46,0,67.2,0
heat,compressorHeatOff,,Sleep,73,62,67.2,46,48,0,0,0,0,0,,64.5,46,0,67.2,0
heat,compressorHeatOff,,Sleep,73,62,67.1,46,48,0,0,0,0,0,,64.6,46,0,67.1,0
heat,compressorHeatOff,,Sleep,73,62,67.1,45,47.6,0,0,0,0,0,,64.6,45,0,67.1,0
heat,compressorHeatOff,,Sleep,73,62,67.1,44,47.6,0,0,0,0,0,,64.4,44,0,67.1,0
heat,compressorHeatOff,,Sleep,73,62,67.1,46,47.6,0,0,0,0,0,,64,46,0,67.1,0
heat,compressorHeatOff,,Sleep,73,62,66.9,46,47.6,0,0,0,0,0,,64.3,46,0,66.9,0
heat,compressorHeatOff,,Sleep,73,62,66.9,45,47.6,0,0,0,0,0,,64.4,45,0,66.9,0
heat,compressorHeatOff,,Sleep,73,62,66.9,44,47.6,0,0,0,0,0,,64.6,44,0,66.9,0
heat,compressorHeatOff,,Sleep,73,62,66.9,44,47.5,0,0,0,0,0,,64.7,44,0,66.9,0
heat,compressorHeatOff,,Sleep,73,62,66.9,44,47.5,0,0,0,0,0,,64.4,44,0,66.9,0
heat,compressorHeatOff,,Sleep,73,62,66.9,45,47.5,0,0,0,0,0,,64.1,45,0,66.9,0
heat,compressorHeatOff,,Sleep,73,62,66.9,45,47.5,0,0,0,0,0,,64.4,45,0,66.9,0
heat,compressorHeatOff,,Sleep,73,62,66.9,44,47.5,0,0,0,0,0,,64.5,44,0,66.9,0
heat,compressorHeatOff,,Sleep,73,62,66.8,44,47.5,0,0,0,0,0,,64.6,44,0,66.8,0
heat,compressorHeatOff,,Sleep,73,62,66.7,44,47.1,0,0,0,0,0,,64.7,44,0,66.7,0
heat,compressorHeatOff,,Sleep,73,62,66.7,44,47.1,0,0,0,0,0,,64.4,44,0,66.7,0
heat,compressorHeatOff,,Sleep,73,62,66.7,45,47.1,0,0,0,0,0,,64.1,45,0,66.7,0
heat,compressorHeatOff,,Sleep,73,62,66.7,45,47.1,0,0,0,0,0,,64.3,45,0,66.7,0
heat,compressorHeatOff,,Sleep,73,62,66.6,44,47.1,0,0,0,0,0,,64.4,44,0,66.6,0
heat,compressorHeatOff,,Sleep,73,62,66.5,44,47.1,0,0,0,0,0,,64.5,44,0,66.5,0
heat,compressorHeatOff,,Sleep,73,62,66.5,44,46.3,0,0,0,0,0,,64.5,44,0,66.5,0
heat,compressorHeatOff,,Sleep,73,62,66.5,44,46.3,0,0,0,0,0,,64.1,44,0,66.5,0
heat,compressorHeatOff,,Sleep,73,62,66.5,45,46.3,0,0,0,0,0,,63.9,45,0,66.5,0
heat,compressorHeatOff,,Sleep,73,62,66.5,44,46.3,0,0,0,0,0,,64.1,44,0,66.5,0
heat,compressorHeatOff,,Sleep,73,62,66.4,44,46.3,0,0,0,0,0,,64.2,44,0,66.4,0
heat,compressorHeatOff,,Sleep,73,62,66.3,44,46.3,0,0,0,0,0,,64.3,44,0,66.3,0
heat,compressorHeatOff,,Sleep,73,62,66.3,44,45.9,0,0,0,0,0,,64.3,44,0,66.3,0
heat,compressorHeatOff,,Sleep,73,62,66.3,44,45.9,0,0,0,0,0,,63.8,44,0,66.3,0
heat,compressorHeatOff,,Sleep,73,62,66.2,45,45.9,0,0,0,0,0,,63.7,45,0,66.2,0
heat,compressorHeatOff,,Sleep,73,62,66.2,44,45.9,0,0,0,0,0,,63.9,44,0,66.2,0
heat,compressorHeatOff,,Sleep,73,62,66.2,44,45.9,0,0,0,0,0,,64,44,0,66.2,0
heat,compressorHeatOff,,Sleep,73,62,66.2,44,45.9,0,0,0,0,0,,64.1,44,0,66.2,0
heat,compressorHeatOff,,Sleep,73,62,66.2,44,45.8,0,0,0,0,0,,64,44,0,66.2,0
heat,compressorHeatOff,,Sleep,73,62,66.2,44,45.8,0,0,0,0,0,,63.4,44,0,66.2,0
heat,compressorHeatOff,,Sleep,73,62,66.2,45,45.8,0,0,0,0,0,,63.3,45,0,66.2,0
heat,compressorHeatOff,,Sleep,73,62,66.2,44,45.8,0,0,150,0,150,,63.4,44,0,66.2,0
heat,compressorHeatStage1On,(SmartRecovery),Sleep,73,62,66,44,45.8,0,0,300,0,300,,63.1,44,0,66,0
heat,compressorHeatStage1On,(SmartRecovery),Sleep,73,62,66.5,46,45.8,0,0,300,0,300,,62.8,46,0,66.5,0
heat,compressorHeatStage1On,(SmartRecovery),Sleep,73,62,67.1,46,46,0,0,300,0,300,,62.6,46,1,67.1,1
heat,compressorHeatStage1On,(SmartRecovery),Sleep,73,62,67.5,47,46,0,0,300,0,300,,62.6,47,0,67.5,1
heat,compressorHeatStage1On,(SmartRecovery),Sleep,73,62,67.9,48,46,0,0,300,0,300,,62.6,48,0,67.9,1
heat,compressorHeatStage1On,(SmartRecovery),Sleep,73,62,68.4,48,46,0,0,300,0,300,,62.6,48,0,68.4,0
heat,compressorHeatStage1On,(SmartRecovery),Sleep,73,62,68.6,48,46,0,0,300,0,300,,62.6,48,0,68.6,0
heat,compressorHeatStage1On,(SmartRecovery),Sleep,73,62,68.8,48,46,0,0,300,0,300,,62.7,48,0,68.8,0
heat,compressorHeatStage1On,(SmartRecovery),Sleep,73,62,68.4,48,46.2,0,0,300,0,300,,62.8,48,0,69.1,0
heat,compressorHeatStage1On,(SmartRecovery),Sleep,73,62,69.1,48,46.2,0,0,300,0,300,,62.9,48,0,69.3,0
heat,compressorHeatStage1On,(SmartRecovery),Sleep,73,62,69.1,49,46.2,0,0,300,0,300,,63,49,0,69.5,0
heat,compressorHeatStage1On,(SmartRecovery),Sleep,73,62,68.5,49,46.2,0,0,300,0,300,,63,49,0,69.7,0
heat,compressorHeatStage1On,(SmartRecovery),Sleep,73,62,68,49,46.2,0,0,120,0,165,,63.2,49,0,69.9,0
heat,compressorHeatOff,,Sleep,74.2,63.2,67.6,47,46.2,0,0,0,0,0,,63.5,47,0,69.9,0
heat,compressorHeatOff,,Home,78,67,67.1,46,47.1,0,0,0,0,0,,64,46,0,69.4,0
heat,compressorHeatOff,,Home,78,67,66.7,45,47.1,0,0,90,0,90,,64.3,45,0,68.9,0
heat,compressorHeatStage1On,,Home,78,67,66.4,46,47.1,0,0,300,0,300,,64.2,46,0,68.7,0
heat,compressorHeatStage1On,,Home,78,67,66.4,48,47.1,0,0,300,0,300,,64.1,48,0,68.8,0
heat,compressorHeatStage1On,,Home,78,67,66.6,49,47.1,0,0,150,0,195,,64,49,0,69.3,0
heat,compressorHeatOff,,Home,78,67,66.8,49,47.1,0,0,0,0,0,,64.2,49,0,69.5,0
heat,compressorHeatOff,,Home,78,67,66.9,47,46.6,0,0,0,0,0,,64.7,47,0,69.2,0
heat,compressorHeatOff,,Home,78,67,66.9,47,46.6,0,0,0,0,0,,65,47,0,68.8,0
heat,compressorHeatOff,,Home,78,67,66.8,47,46.6,0,0,0,0,0,,65.2,47,0,68.5,0
heat,compressorHeatOff,,Home,78,67,66.7,47,46.6,0,0,0,0,0,,65.3,47,0,68.2,1
heat,compressorHeatOff,,Home,78,67,66.5,47,46.6,0,0,105,0,105,,65,47,1,68.1,1
heat,compressorHeatStage1On,,Home,78,67,66.3,47,46.6,0,0,300,0,300,,64.6,47,1,68.1,0
heat,compressorHeatStage1On,,Home,78,67,66.3,48,48.6,0,0,300,0,300,,64.4,48,1,68.3,0
heat,compressorHeatStage1On,,Home,78,67,66.6,49,48.6,0,0,285,0,300,,64.4,49,1,68.9,0
heat,compressorHeatOff,,Home,78,67,66.9,49,48.6,0,0,0,0,30,,64.5,49,1,69.4,0
heat,compressorHeatOff,,Home,78,67,67.1,48,48.6,0,0,0,0,0,,65,48,1,69.4,0
heat,compressorHeatOff,,Home,78,67,67.1,47,48.6,0,0,0,0,0,,65.4,47,0,68.9,0
heat,compressorHeatOff,,Home,78,67,67,47,48.6,0,0,0,0,0,,65.8,47,0,68.5,0
heat,compressorHeatOff,,Home,78,67,66.9,47,50.7,0,0,0,0,0,,66,47,0,68.3,0
heat,compressorHeatOff,,Home,78,67,66.7,47,50.7,0,0,30,0,30,,66,47,0,68.1,0
heat,compressorHeatStage1On,,Home,78,67,66.2,47,50.7,0,0,300,0,300,,65.5,47,1,68,0
heat,compressorHeatStage1On,,Home,78,67,65.7,47,50.7,0,0,300,0,300,,65.1,47,1,68.2,0
heat,compressorHeatStage1On,,Home,78,67,65.2,48,50.7,0,0,300,0,300,,65,48,1,68.9,1
heat,compressorHeatStage1On,,Home,78,67,65.4,48,50.7,0,0,300,0,300,,65,48,0,69.2,1
heat,compressorHeatStage1On,,Home,78,67,66,48,52.5,0,0,300,0,300,,65,48,0,69.8,1
heat,compressorHeatStage1On,,Home,78,67,66.5,48,52.5,0,0,210,0,255,,65,48,0,70.1,1
heat,compressorHeatOff,,Home,78,67,67.1,48,52.5,0,0,0,0,0,,65.1,48,1,70.4,1
heat,compressorHeatOff,,Home,78,67,67.5,48,52.5,0,0,0,0,0,,65.6,48,1,70,1
heat,compressorHeatOff,,Home,78,67,67.7,47,52.5,0,0,0,0,0,,65.9,47,0,69.8,1
heat,compressorHeatOff,,Home,78,67,67.7,46,52.5,0,0,0,0,0,,66.1,46,0,69.4,0
heat,compressorHeatOff,,Home,78,67,67.6,46,53.8,0,0,0,0,0,,66.4,46,0,69,0
heat,compressorHeatOff,,Home,78,67,67.5,46,53.8,0,0,0,0,0,,66.2,46,0,68.9,0
heat,compressorHeatOff,,Home,78,67,67.5,46,53.8,0,0,0,0,0,,66.1,46,0,68.9,0
heat,compressorHeatOff,,Home,78,67,67.5,46,53.8,0,0,0,0,0,,66.3,46,0,68.7,0
heat,compressorHeatOff,,Home,78,67,67.6,46,53.8,0,0,0,0,0,,66.5,46,0,68.7,0
heat,compressorHeatOff,,Home,78,67,67.5,46,53.8,0,0,0,0,0,,66.6,46,0,68.5,0
heat,compressorHeatOff,,Home,78,67,67.4,46,55.3,0,0,0,0,0,,66.6,46,1,68.3,0
heat,compressorHeatOff,,Home,78,67,67.1,46,55.3,0,0,0,0,0,,66.2,46,0,68.3,0
heat,compressorHeatOff,,Home,78,67,66.9,46,55.3,0,0,0,0,0,,66.1,46,0,68.1,0
heat,compressorHeatOff,,Home,78,67,66.9,46,55.3,0,0,0,0,0,,66.3,46,0,68.1,0
heat,compressorHeatOff,,Home,78,67,66.7,46,55.3,0,0,0,0,0,,66.3,46,1,68,0
heat,compressorHeatOff,,Home,78,67,66.6,46,55.3,0,0,0,0,0,,66.4,46,0,68,0
heat,compressorHeatOff,,Home,78,67,66.5,46,55.1,0,0,210,0,210,,66.4,46,0,68,0
heat,compressorHeatStage1On,,Home,78,67,66.1,46,55.1,0,0,300,0,300,,66.1,46,0,68,0
heat,compressorHeatStage1On,,Home,78,67,65.8,46,55.1,0,0,300,0,300,,65.8,46,0,68.1,0
heat,compressorHeatStage1On,,Home,78,67,65.6,47,55.1,0,0,300,0,300,,65.6,47,0,68.5,0
heat,compressorHeatStage1On,,Home,78,67,65.5,48,55.1,0,0,300,0,300,,65.5,48,1,68.8,0
heat,compressorHeatStage1On,,Home,78,67,65.4,48,55.1,0,0,300,0,300,,65.4,48,0,69,0
heat,compressorHeatStage1On,,Home,78,67,65.4,48,56.3,0,0,300,0,300,,65.4,48,0,69.2,0
heat,compressorHeatStage1On,,Home,78,67,65.4,48,56.3,0,0,300,0,300,,65.4,48,0,69.5,0
heat,compressorHeatStage1On,,Home,78,67,65.5,48,56.3,0,0,300,0,300,,65.5,48,0,69.8,0
heat,compressorHeatStage1On,,Home,78,67,65.5,48,56.3,0,0,300,0,300,,65.5,48,0,70,0
heat,compressorHeatStage1On,,Home,78,67,65.6,48,56.3,0,0,300,0,300,,65.6,48,0,70.2,0
heat,compressorHeatStage1On,,Home,78,67,66.2,48,56.3,0,0,285,0,300,,65.7,48,0,70.5,0
heat,compressorHeatOff,,Home,78,67,66.9,48,56.6,0,0,0,0,30,,65.9,48,0,70.7,0
heat,compressorHeatOff,,Home,78,67,67.7,47,56.6,0,0,0,0,0,,66.4,47,0,70.6,0
heat,compressorHeatOff,,Home,78,67,68.1,47,56.6,0,0,0,0,0,,66.8,47,1,70.4,0
heat,compressorHeatOff,,Home,78,67,68.4,46,56.6,0,0,0,0,0,,67.2,46,1,70.1,1
heat,compressorHeatOff,,Home,78,67,68.6,46,56.6,0,0,0,0,0,,67.4,46,1,70.1,1
heat,compressorHeatOff,,Home,78,67,68.7,46,56.6,0,0,0,0,0,,67.4,46,0,70,1
heat,compressorHeatOff,,Home,78,67,68.5,46,57.6,0,0,0,0,0,,67.2,46,0,69.8,0
heat,compressorHeatOff,,Home,78,67,68.5,46,57.6,0,0,0,0,0,,67.4,46,1,69.8,0
heat,compressorHeatOff,,Home,78,67,68.5,46,57.6,0,0,0,0,0,,67.4,46,1,69.6,1
heat,compressorHeatOff,,Home,78,67,68.5,46,57.6,0,0,0,0,0,,67.5,46,0,69.6,1
heat,compressorHeatOff,,Home,78,67,68.5,46,57.6,0,0,0,0,0,,67.7,46,0,69.4,0
heat,compressorHeatOff,,Home,78,67,68.4,46,57.6,0,0,0,0,0,,67.6,46,0,69.4,0
heat,compressorHeatOff,,Home,78,67,68.2,46,58.4,0,0,0,0,0,,67.3,46,0,69.2,0
heat,compressorHeatOff,,Home,78,67,68.3,46,58.4,0,0,0,0,0,,67.4,46,0,69.2,0
heat,compressorHeatOff,,Home,78,67,68.3,46,58.4,0,0,0,0,0,,67.6,46,0,69,0
heat,compressorHeatOff,,Home,78,67,68.3,45,58.4,0,0,0,0,0,,67.7,45,0,69,0
heat,compressorHeatOff,,Home,78,67,68.4,44,58.4,0,0,0,0,0,,67.8,44,0,69,0
heat,compressorHeatOff,,Home,78,67,68.2,44,58.4,0,0,0,0,0,,67.5,44,0,68.9,0
heat,compressorHeatOff,,Home,78,67,68,46,58.8,0,0,0,0,0,,67.2,46,0,68.9,0
heat,compressorHeatOff,,Home,78,67,68.1,46,58.8,0,0,0,0,0,,67.3,46,0,68.9,0
heat,compressorHeatOff,,Home,78,67,68.2,44,58.8,0,0,0,0,0,,67.5,44,0,68.9,0
heat,compressorHeatOff,,Home,78,67,68.2,44,58.8,0,0,0,0,0,,67.6,44,0,68.9,0
heat,compressorHeatOff,,Home,78,67,68.2,44,58.8,0,0,0,0,0,,67.6,44,0,68.8,0
heat,compressorHeatOff,,Home,78,67,67.9,44,58.8,0,0,0,0,0,,67.3,44,0,68.7,0
heat,compressorHeatOff,,Home,78,67,67.9,45,60.9,0,0,0,0,0,,67.1,45,0,68.7,0
heat,compressorHeatOff,,Home,78,67,67.9,45,60.9,0,0,0,0,0,,67.2,45,0,68.7,0
heat,compressorHeatOff,,Home,78,67,68,44,60.9,0,0,0,0,0,,67.4,44,0,68.7,0
heat,compressorHeatOff,,Home,78,67,68.1,44,60.9,0,0,0,0,0,,67.5,44,0,68.7,0
heat,compressorHeatOff,,Home,78,67,68,44,60.9,0,0,0,0,0,,67.5,44,0,68.7,0
heat,compressorHeatOff,,Home,78,67,67.8,45,60.9,0,0,0,0,0,,67.1,45,0,68.7,0
heat,compressorHeatOff,,Home,78,67,67.8,46,61.1,0,0,0,0,0,,66.9,46,0,68.7,0
heat,compressorHeatOff,,Home,78,67,67.8,46,61.1,0,0,0,0,0,,67,46,0,68.7,0
heat,compressorHeatOff,,Home,78,67,67.9,46,61.1,0,0,0,0,0,,67.2,46,1,68.7,0
heat,compressorHeatOff,,Home,78,67,67.8,46,61.1,0,0,0,0,0,,67.1,46,1,68.7,1
heat,compressorHeatOff,,Home,78,67,67.8,46,61.1,0,0,0,0,0,,67.1,46,1,68.7,1
heat,compressorHeatOff,,Home,78,67,67.7,46,61.1,0,0,0,0,0,,66.8,46,0,68.7,1
heat,compressorHeatOff,,Home,78,67,67.8,46,61.1,0,0,0,0,0,,66.9,46,0,68.8,0
heat,compressorHeatOff,,Home,78,67,68,46,61.1,0,0,0,0,0,,67.1,46,1,68.9,0
heat,compressorHeatOff,,Home,78,67,68.1,46,61.1,0,0,0,0,0,,67.3,46,1,68.9,0
heat,compressorHeatOff,,Home,78,67,68.1,46,61.1,0,0,0,0,0,,67.4,46,0,68.9,0
heat,compressorHeatOff,,Home,78,67,68.2,46,61.1,0,0,0,0,0,,67.5,46,0,68.9,0
heat,compressorHeatOff,,Home,78,67,68,46,61.1,0,0,0,0,0,,67.2,46,0,68.9,0
heat,compressorHeatOff,,Home,78,67,67.9,46,61.1,0,0,0,0,0,,67.1,46,0,68.9,0
heat,compressorHeatOff,,Home,78,67,67.9,46,61.1,0,0,0,0,0,,67.4,46,0,68.9,0
heat,compressorHeatOff,,Home,78,67,68,46,61.1,0,0,0,0,0,,67.6,46,0,68.9,0
heat,compressorHeatOff,,Home,78,67,68.2,45,61.1,0,0,0,0,0,,67.8,45,1,68.9,1
heat,compressorHeatOff,,Home,78,67,68.3,45,61.1,0,0,0,0,0,,67.8,45,0,69,1
heat,compressorHeatOff,,Home,78,67,68.1,46,61.1,0,0,0,0,0,,67.3,46,0,69,1
heat,compressorHeatOff,,Home,78,67,68.1,46,59,0,0,0,0,0,,67.2,46,0,69,0
heat,compressorHeatOff,,Home,78,67,68.2,46,59,0,0,0,0,0,,67.5,46,0,69,0
heat,compressorHeatOff,,Home,78,67,68.4,45,59,0,0,0,0,0,,67.6,45,0,69.2,0
heat,compressorHeatOff,,Home,78,67,68.4,45,59,0,0,0,0,0,,67.7,45,0,69.2,0
heat,compressorHeatOff,,Home,78,67,68.5,45,59,0,0,0,0,0,,67.7,45,0,69.2,0
heat,compressorHeatOff,,Home,78,67,68.4,46,59,0,0,0,0,0,,67.2,46,1,69.4,1
heat,compressorHeatOff,,Home,78,67,68.2,46,58.1,0,0,0,0,0,,66.9,46,0,69.4,1
heat,compressorHeatOff,,Home,78,67,68,47,58.1,0,0,0,0,0,,66.7,47,0,69.4,0
heat,compressorHeatOff,,Home,78,67,68,47,58.1,0,0,0,0,0,,66.6,47,0,69.4,0
heat,compressorHeatOff,,Home,78,67,67.9,47,58.1,0,0,0,0,0,,66.5,47,0,69.4,1
heat,compressorHeatOff,,Home,78,67,67.8,47,58.1,0,0,0,0,0,,66.4,47,1,69.4,1
