System Setting,System Mode,Calendar Event,Program Mode,Cool Set Temp (F),Heat Set Temp (F),Current Temp (F),Current Humidity (%RH),Outdoor Temp (F),Wind Speed (km/h),Cool Stage 1 (sec),Heat Stage 1 (sec),Aux Heat 1 (sec),Fan (sec),DM Offset,Thermostat Temperature (F),Thermostat Humidity (%RH),Thermostat Motion,Upstairs (F),Upstairs2
heat,compressorHeatOff,,Home,78,67,67.8,49,58.2,0,0,0,0,0,,67.4,49,0,68.3,1
heat,compressorHeatOff,,Home,78,67,67.9,49,58.2,0,0,0,0,0,,67.6,49,0,68.4,0
heat,compressorHeatOff,,Home,78,67,68.1,49,58.2,0,0,0,0,0,,67.7,49,0,68.5,0
heat,compressorHeatOff,,Home,78,67,68,49,58.2,0,0,0,0,0,,67.6,49,0,68.5,0
heat,compressorHeatOff,,Home,78,67,67.9,49,58.2,0,0,0,0,0,,67.2,49,0,68.5,0
heat,compressorHeatOff,,Home,78,67,68,49,58.2,0,0,0,0,0,,67.3,49,0,68.5,0
heat,compressorHeatOff,,Home,78,67,68.2,49,58.4,0,0,0,0,0,,67.5,49,0,68.5,0
heat,compressorHeatOff,,Home,78,67,68.1,49,58.4,0,0,0,0,0,,67.6,49,0,68.5,0
heat,compressorHeatOff,,Home,78,67,68.1,49,58.4,0,0,0,0,0,,67.7,49,0,68.5,0
heat,compressorHeatOff,,Home,78,67,68,49,58.4,0,0,0,0,0,,67.6,49,0,68.5,0
heat,compressorHeatOff,,Home,78,67,67.9,49,58.4,0,0,0,0,0,,67.3,49,0,68.5,0
heat,compressorHeatOff,,Home,78,67,67.9,49,58.4,0,0,0,0,0,,67.3,49,0,68.6,0
heat,compressorHeatOff,,Home,78,67,68.1,49,58.4,0,0,0,0,0,,67.5,49,0,68.7,0
heat,compressorHeatOff,,Home,78,67,68.1,49,58.4,0,0,0,0,0,,67.6,49,0,68.7,0
heat,compressorHeatOff,,Home,78,67,68.2,49,58.4,0,0,0,0,0,,67.7,49,1,68.7,1
heat,compressorHeatOff,,Home,78,67,68.1,49,58.4,0,0,0,0,0,,67.4,49,1,68.8,1
heat,compressorHeatOff,,Home,78,67,68,49,58.4,0,0,0,0,0,,67.1,49,0,68.9,1
heat,compressorHeatOff,,Home,78,67,68,49,58.4,0,0,0,0,0,,67.2,49,0,68.9,0
heat,compressorHeatOff,,Home,78,67,68.1,49,58.4,0,0,0,0,0,,67.3,49,0,68.9,0
heat,compressorHeatOff,,Home,78,67,68.1,49,58.4,0,0,0,0,0,,67.4,49,0,68.9,0
heat,compressorHeatOff,,Home,78,67,68.2,49,58.4,0,0,0,0,0,,67.5,49,0,69,0
heat,compressorHeatOff,,Home,78,67,68.1,49,58.4,0,0,0,0,0,,67.3,49,0,69,0
heat,compressorHeatOff,,Home,78,67,68.1,49,58.4,0,0,0,0,0,,67.1,49,0,69.1,0
heat,compressorHeatOff,,Home,78,67,68.2,49,58.4,0,0,0,0,0,,67.2,49,0,69.2,0
heat,compressorHeatOff,,Home,78,67,68.2,49,58.4,0,0,0,0,0,,67.4,49,0,69.2,0
heat,compressorHeatOff,,Home,78,67,68.3,49,58.4,0,0,0,0,0,,67.5,49,0,69.2,0
heat,compressorHeatOff,,Home,78,67,68.3,49,58.4,0,0,0,0,0,,67.5,49,1,69.2,0
heat,compressorHeatOff,,Home,78,67,68,49,58.4,0,0,0,0,0,,67.1,49,0,69.2,0
heat,compressorHeatOff,,Home,78,67,67.9,49,58.4,0,0,0,0,0,,66.9,49,0,69.4,0
heat,compressorHeatOff,,Home,78,67,67.9,49,58.4,0,0,0,0,0,,67.2,49,0,69.4,0
heat,compressorHeatOff,,Home,78,67,67.9,49,59.9,0,0,0,0,0,,67.4,49,0,69.6,0
heat,compressorHeatOff,,Home,78,67,67.9,49,59.9,0,0,0,0,0,,67.6,49,0,69.6,0
heat,compressorHeatOff,,Home,78,67,67.7,49,59.9,0,0,0,0,0,,67.7,49,0,69.6,0
heat,compressorHeatOff,,Home,78,67,67.5,49,59.9,0,0,0,0,0,,67.3,49,0,69.8,0
heat,compressorHeatOff,,Home,78,67,67.7,49,59.9,0,0,0,0,0,,67.2,49,0,69.8,0
heat,compressorHeatOff,,Home,78,67,68.1,49,59.9,0,0,0,0,0,,67.4,49,0,70,0
heat,compressorHeatOff,,Home,78,67,68.4,49,58.9,0,0,0,0,0,,67.5,49,0,70.1,0
heat,compressorHeatOff,,Home,78,67,68.7,49,58.9,0,0,0,0,0,,67.7,49,0,70.1,0
heat,compressorHeatOff,,Home,78,67,68.8,49,58.9,0,0,0,0,0,,67.7,49,0,70.1,0
heat,compressorHeatOff,,Home,78,67,68.7,49,58.9,0,0,0,0,0,,67.3,49,0,70.1,0
heat,compressorHeatOff,,Home,78,67,68.7,49,58.9,0,0,0,0,0,,67.2,49,0,70.2,0
heat,compressorHeatOff,,Home,78,67,68.6,49,58.9,0,0,0,0,0,,67.4,49,1,70,0
heat,compressorHeatOff,,Home,78,67,68.5,49,59.1,0,0,0,0,0,,67.5,49,1,70,0
heat,compressorHeatOff,,Home,78,67,68.4,48,59.1,0,0,0,0,0,,67.6,48,1,69.9,0
heat,compressorHeatOff,,Home,78,67,68.3,48,59.1,0,0,0,0,0,,67.7,48,1,69.8,1
heat,compressorHeatOff,,Home,78,67,68.2,49,59.1,0,0,0,0,0,,67.3,49,0,69.8,1
heat,compressorHeatOff,,Home,78,67,68.3,49,59.1,0,0,0,0,0,,67.3,49,0,69.6,1
heat,compressorHeatOff,,Home,78,67,68.5,49,59.1,0,0,0,0,0,,67.6,49,0,69.6,0
heat,compressorHeatOff,,Home,78,67,68.7,49,57,0,0,0,0,0,,67.8,49,0,69.6,1
heat,compressorHeatOff,,Home,78,67,68.7,49,57,0,0,0,0,0,,67.9,49,1,69.6,1
heat,compressorHeatOff,,Home,78,67,68.6,49,57,0,0,0,0,0,,67.8,49,1,69.4,1
heat,compressorHeatOff,,Home,78,67,68.2,49,57,0,0,0,0,0,,67.2,49,1,69.4,1
heat,compressorHeatOff,,Home,78,67,68.2,51,57,0,0,0,0,0,,67.2,51,1,69.4,1
heat,compressorHeatOff,,Home,78,67,68.4,50,57,0,0,0,0,0,,67.4,50,1,69.4,1
heat,compressorHeatOff,,Home,78,67,68.4,50,56.7,0,0,0,0,0,,67.7,50,0,69.3,1
heat,compressorHeatOff,,Home,78,67,68.5,50,56.7,0,0,0,0,0,,67.8,50,0,69.2,0
heat,compressorHeatOff,,Home,78,67,68.5,49,56.7,0,0,0,0,0,,67.9,49,1,69.2,0
heat,compressorHeatOff,,Home,78,67,68.3,50,56.7,0,0,0,0,0,,67.4,50,0,69.2,0
heat,compressorHeatOff,,Home,78,67,68.3,49,56.7,0,0,0,0,0,,67.5,49,0,69.1,0
heat,compressorHeatOff,,Home,78,67,68.3,49,56.7,0,0,0,0,0,,67.7,49,0,69,0
heat,compressorHeatOff,,Home,78,67,68.4,49,54.9,0,0,0,0,0,,67.9,49,0,69,0
heat,compressorHeatOff,,Home,78,67,68.4,49,54.9,0,0,0,0,0,,68.1,49,0,69,0
heat,compressorHeatOff,,Home,78,67,68.3,49,54.9,0,0,0,0,0,,68,49,0,69,0
heat,compressorHeatOff,,Home,78,67,68.1,50,54.9,0,0,0,0,0,,67.5,50,0,69,0
heat,compressorHeatOff,,Home,78,67,68.1,50,54.9,0,0,0,0,0,,67.5,50,0,69,0
heat,compressorHeatOff,,Home,78,67,68.3,50,54.9,0,0,0,0,0,,67.8,50,1,68.9,1
heat,compressorHeatOff,,Home,78,67,68.4,49,54.4,0,0,0,0,0,,67.9,49,0,68.9,1
heat,compressorHeatOff,,Home,78,67,68.4,49,54.4,0,0,0,0,0,,68,49,1,68.9,1
heat,compressorHeatOff,,Home,78,67,68.3,49,54.4,0,0,0,0,0,,67.9,49,0,68.9,0
heat,compressorHeatOff,,Home,78,67,68.1,50,54.4,0,0,0,0,0,,67.4,50,1,68.8,0
heat,compressorHeatOff,,Home,78,67,68,50,54.4,0,0,0,0,0,,67.4,50,1,68.7,0
heat,compressorHeatOff,,Home,78,67,68.3,50,54.4,0,0,0,0,0,,67.7,50,0,68.9,0
heat,compressorHeatOff,,Home,78,67,68.3,50,53.8,0,0,0,0,0,,67.9,50,0,68.8,0
heat,compressorHeatOff,,Home,78,67,68.4,49,53.8,0,0,0,0,0,,68.1,49,0,68.7,0
heat,compressorHeatOff,,Home,78,67,68.2,49,53.8,0,0,0,0,0,,67.9,49,1,68.7,0
heat,compressorHeatOff,,Home,78,67,67.9,50,53.8,0,0,0,0,0,,67.5,50,1,68.7,0
heat,compressorHeatOff,,Home,78,67,68,50,53.8,0,0,0,0,0,,67.7,50,0,68.7,0
heat,compressorHeatOff,,Home,78,67,68.1,49,53.8,0,0,0,0,0,,67.9,49,0,68.7,0
heat,compressorHeatOff,,Home,78,67,68.1,49,55.3,0,0,0,0,0,,68.1,49,0,68.7,0
heat,compressorHeatOff,,Home,78,67,68.2,49,55.3,0,0,0,0,0,,68.2,49,0,68.7,0
heat,compressorHeatOff,,Home,78,67,67.9,49,55.3,0,0,0,0,0,,67.9,49,0,68.7,0
heat,compressorHeatOff,,Home,78,67,67.6,50,55.3,0,0,0,0,0,,67.6,50,0,68.7,0
heat,compressorHeatOff,,Home,78,67,67.9,49,55.3,0,0,0,0,0,,67.8,49,0,68.6,0
heat,compressorHeatOff,,Home,78,67,68.1,49,55.3,0,0,0,0,0,,68,49,0,68.5,0
heat,compressorHeatOff,,Home,78,67,68.2,49,54.7,0,0,0,0,0,,68.1,49,0,68.5,0
heat,compressorHeatOff,,Home,78,67,68.3,49,54.7,0,0,0,0,0,,68.2,49,1,68.5,0
heat,compressorHeatOff,,Home,78,67,68.2,49,54.7,0,0,0,0,0,,67.8,49,1,68.5,0
heat,compressorHeatOff,,Home,78,67,68.2,50,54.7,0,0,0,0,0,,67.6,50,1,68.5,0
heat,compressorHeatOff,,Home,78,67,68.3,50,54.7,0,0,0,0,0,,67.7,50,1,68.5,0
heat,compressorHeatOff,,Home,77.2,66.2,68.4,50,54.7,0,0,0,0,0,,68,50,1,68.5,0
heat,compressorHeatOff,,Sleep,73,62,68.5,50,54.3,0,0,0,0,0,,68.1,50,1,68.5,0
heat,compressorHeatOff,,Sleep,73,62,68.3,50,54.3,0,0,0,0,0,,68,50,1,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,51,54.3,0,0,0,0,0,,67.6,51,1,68.3,1
heat,compressorHeatOff,,Sleep,73,62,68.3,52,54.3,0,0,0,0,0,,67.5,52,1,68.3,1
heat,compressorHeatOff,,Sleep,73,62,68.3,52,54.3,0,0,0,0,0,,67.7,52,0,68.3,1
heat,compressorHeatOff,,Sleep,73,62,68.3,52,54.3,0,0,0,0,0,,67.9,52,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,52,54.2,0,0,0,0,0,,68.1,52,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,52,54.2,0,0,0,0,0,,68.1,52,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,52,54.2,0,0,0,0,0,,67.7,52,1,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,53,54.2,0,0,0,0,0,,67.6,53,1,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,53,54.2,0,0,0,0,0,,67.8,53,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,52,54.2,0,0,0,0,0,,67.9,52,1,68.3,1
heat,compressorHeatOff,,Sleep,73,62,68.3,52,53.5,0,0,0,0,0,,68.1,52,1,68.3,1
heat,compressorHeatOff,,Sleep,73,62,68.3,52,53.5,0,0,0,0,0,,68,52,1,68.3,1
heat,compressorHeatOff,,Sleep,73,62,68.3,53,53.5,0,0,0,0,0,,67.6,53,0,68.3,1
heat,compressorHeatOff,,Sleep,73,62,68.3,53,53.5,0,0,0,0,0,,67.5,53,0,68.3,1
heat,compressorHeatOff,,Sleep,73,62,68.3,52,53.5,0,0,0,0,0,,67.7,52,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,52,53.5,0,0,0,0,0,,67.8,52,1,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,52,53.3,0,0,0,0,0,,67.9,52,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,52,53.3,0,0,0,0,0,,67.9,52,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,53,53.3,0,0,0,0,0,,67.5,53,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,53,53.3,0,0,0,0,0,,67.5,53,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,53,53.3,0,0,0,0,0,,67.6,53,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,53,53.3,0,0,0,0,0,,67.7,53,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,52,52.8,0,0,0,0,0,,67.7,52,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,52,52.8,0,0,0,0,0,,67.6,52,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,53,52.8,0,0,0,0,0,,67.2,53,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,53,52.8,0,0,0,0,0,,67.2,53,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,53,52.8,0,0,0,0,0,,67.3,53,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,53,52.8,0,0,0,0,0,,67.4,53,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,52,52.6,0,0,0,0,0,,67.5,52,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,52,52.6,0,0,0,0,0,,67.4,52,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,53,52.6,0,0,0,0,0,,67,53,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,52,52.6,0,0,0,0,0,,67.1,52,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,50,52.6,0,0,0,0,0,,67.2,50,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,50,52.6,0,0,0,0,0,,67.3,50,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,50,51.9,0,0,0,0,0,,67.3,50,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,50,51.9,0,0,0,0,0,,67,50,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,51,51.9,0,0,0,0,0,,66.6,51,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,51,51.9,0,0,0,0,0,,66.7,51,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,50,51.9,0,0,0,0,0,,66.9,50,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,50,51.9,0,0,0,0,0,,67,50,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,50,51.4,0,0,0,0,0,,67,50,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,50,51.4,0,0,0,0,0,,66.7,50,0,68.3,1
heat,compressorHeatOff,,Sleep,73,62,68.3,51,51.4,0,0,0,0,0,,66.3,51,0,68.3,1
heat,compressorHeatOff,,Sleep,73,62,68.3,51,51.4,0,0,0,0,0,,66.5,51,0,68.3,1
heat,compressorHeatOff,,Sleep,73,62,68.3,50,51.4,0,0,0,0,0,,66.6,50,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,50,51.4,0,0,0,0,0,,66.7,50,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.3,50,51.4,0,0,0,0,0,,66.7,50,0,68.3,0
heat,compressorHeatOff,,Sleep,73,62,68.1,50,51.4,0,0,0,0,0,,66.4,50,0,68.1,0
heat,compressorHeatOff,,Sleep,73,62,68.1,51,51.4,0,0,0,0,0,,66.1,51,0,68.1,0
heat,compressorHeatOff,,Sleep,73,62,68.1,51,51.4,0,0,0,0,0,,66.3,51,0,68.1,0
heat,compressorHeatOff,,Sleep,73,62,68.1,50,51.4,0,0,0,0,0,,66.5,50,0,68.1,0
heat,compressorHeatOff,,Sleep,73,62,68.1,50,51.4,0,0,0,0,0,,66.7,50,0,68.1,0
heat,compressorHeatOff,,Sleep,73,62,68.1,50,51.2,0,0,0,0,0,,66.8,50,0,68.1,0
heat,compressorHeatOff,,Sleep,73,62,68,51,51.2,0,0,0,0,0,,66.5,51,0,68,0
heat,compressorHeatOff,,Sleep,73,62,68,51,51.2,0,0,0,0,0,,66.3,51,0,68,0
heat,compressorHeatOff,,Sleep,73,62,68,50,51.2,0,0,0,0,0,,66.5,50,0,68,0
heat,compressorHeatOff,,Sleep,73,62,68,50,51.2,0,0,0,0,0,,66.6,50,0,68,0
heat,compressorHeatOff,,Sleep,73,62,68,50,51.2,0,0,0,0,0,,66.8,50,0,68,0
heat,compressorHeatOff,,Sleep,73,62,68,50,50.9,0,0,0,0,0,,66.8,50,0,68,0
heat,compressorHeatOff,,Sleep,73,62,68,50,50.9,0,0,0,0,0,,66.4,50,0,68,0
heat,compressorHeatOff,,Sleep,73,62,68,51,50.9,0,0,0,0,0,,66.2,51,0,68,0
heat,compressorHeatOff,,Sleep,73,62,68,50,50.9,0,0,0,0,0,,66.4,50,0,68,0
heat,compressorHeatOff,,Sleep,73,62,68,50,50.9,0,0,0,0,0,,66.6,50,0,68,0
heat,compressorHeatOff,,Sleep,73,62,68,49,50.9,0,0,0,0,0,,66.7,49,0,68,0
heat,compressorHeatOff,,Sleep,73,62,68,49,50.6,0,0,0,0,0,,66.7,49,0,68,0
heat,compressorHeatOff,,Sleep,73,62,67.8,50,50.6,0,0,0,0,0,,66.2,50,0,67.8,0
heat,compressorHeatOff,,Sleep,73,62,67.8,51,50.6,0,0,0,0,0,,66.1,51,0,67.8,0
heat,compressorHeatOff,,Sleep,73,62,67.8,50,50.6,0,0,0,0,0,,66.3,50,0,67.8,0
heat,compressorHeatOff,,Sleep,73,62,67.8,50,50.6,0,0,0,0,0,,66.4,50,0,67.8,0
heat,compressorHeatOff,,Sleep,73,62,67.8,49,50.6,0,0,0,0,0,,66.5,49,0,67.8,0
heat,compressorHeatOff,,Sleep,73,62,67.8,49,49.9,0,0,0,0,0,,66.3,49,0,67.8,0
heat,compressorHeatOff,,Sleep,73,62,67.7,50,49.9,0,0,0,0,0,,65.8,50,0,67.7,0
heat,compressorHeatOff,,Sleep,73,62,67.6,50,49.9,0,0,0,0,0,,65.7,50,0,67.6,0
heat,compressorHeatOff,,Sleep,73,62,67.6,50,49.9,0,0,0,0,0,,65.9,50,0,67.6,0
heat,compressorHeatOff,,Sleep,73,62,67.6,50,49.9,0,0,0,0,0,,66,50,0,67.6,0
heat,compressorHeatOff,,Sleep,73,62,67.6,49,49.9,0,0,0,0,0,,66.1,49,0,67.6,0
heat,compressorHeatOff,,Sleep,73,62,67.6,49,49.7,0,0,0,0,0,,65.9,49,0,67.6,0
heat,compressorHeatOff,,Sleep,73,62,67.6,50,49.7,0,0,0,0,0,,65.5,50,0,67.6,0
heat,compressorHeatOff,,Sleep,73,62,67.6,50,49.7,0,0,0,0,0,,65.5,50,0,67.6,0
heat,compressorHeatOff,,Sleep,73,62,67.6,50,49.7,0,0,0,0,0,,65.6,50,0,67.6,0
heat,compressorHeatOff,,Sleep,73,62,67.6,50,49.7,0,0,0,0,0,,65.7,50,0,67.6,0
heat,compressorHeatOff,,Sleep,73,62,67.6,49,49.7,0,0,0,0,0,,65.8,49,0,67.6,0
heat,compressorHeatOff,,Sleep,73,62,67.5,49,49.5,0,0,0,0,0,,65.7,49,0,67.5,0
heat,compressorHeatOff,,Sleep,73,62,67.4,50,49.5,0,0,0,0,0,,65.2,50,0,67.4,0
heat,compressorHeatOff,,Sleep,73,62,67.4,50,49.5,0,0,0,0,0,,65.3,50,0,67.4,0
heat,compressorHeatOff,,Sleep,73,62,67.4,50,49.5,0,0,0,0,0,,65.5,50,0,67.4,0
heat,compressorHeatOff,,Sleep,73,62,67.4,50,49.5,0,0,0,0,0,,65.6,50,0,67.4,0
heat,compressorHeatOff,,Sleep,73,62,67.4,49,49.5,0,0,0,0,0,,65.7,49,0,67.4,0
heat,compressorHeatOff,,Sleep,73,62,67.3,49,49.4,0,0,0,0,0,,65.5,49,0,67.3,0
heat,compressorHeatOff,,Sleep,73,62,67.2,50,49.4,0,0,0,0,0,,65.2,50,0,67.2,0
heat,compressorHeatOff,,Sleep,73,62,67.2,50,49.4,0,0,0,0,0,,65.3,50,0,67.2,0
heat,compressorHeatOff,,Sleep,73,62,67.2,50,49.4,0,0,0,0,0,,65.5,50,0,67.2,0
heat,compressorHeatOff,,Sleep,73,62,67.2,49,49.4,0,0,0,0,0,,65.7,49,0,67.2,0
heat,compressorHeatOff,,Sleep,73,62,67.2,49,49.4,0,0,0,0,0,,65.8,49,0,67.2,0
heat,compressorHeatOff,,Sleep,73,62,67.2,49,49.1,0,0,0,0,0,,65.6,49,0,67.2,0
heat,compressorHeatOff,,Sleep,73,62,67.2,50,49.1,0,0,0,0,0,,65.2,50,0,67.2,0
heat,compressorHeatOff,,Sleep,73,62,67.2,50,49.1,0,0,0,0,0,,65.3,50,0,67.2,0
heat,compressorHeatOff,,Sleep,73,62,67.2,50,49.1,0,0,0,0,0,,65.5,50,0,67.2,0
heat,compressorHeatOff,,Sleep,73,62,67.2,49,49.1,0,0,0,0,0,,65.7,49,0,67.2,0
heat,compressorHeatOff,,Sleep,73,62,67.1,49,49.1,0,0,0,0,0,,65.8,49,0,67.1,0
heat,compressorHeatOff,,Sleep,73,62,67.1,49,49,0,0,0,0,0,,65.5,49,0,67.1,0
heat,compressorHeatOff,,Sleep,73,62,67.1,50,49,0,0,0,0,0,,65.1,50,0,67.1,0
heat,compressorHeatOff,,Sleep,73,62,67.1,50,49,0,0,0,0,0,,65.3,50,1,67.1,1
heat,compressorHeatOff,,Sleep,73,62,67.1,50,49,0,0,0,0,0,,65.4,50,0,67.1,1
heat,compressorHeatOff,,Sleep,73,62,67.1,50,49,0,0,0,0,0,,65.6,50,0,67.1,1
heat,compressorHeatOff,,Sleep,73,62,66.9,50,49,0,0,0,0,0,,65.6,50,0,66.9,0
heat,compressorHeatOff,,Sleep,73,62,66.9,50,48.8,0,0,0,0,0,,65.2,50,0,66.9,0
heat,compressorHeatOff,,Sleep,73,62,66.9,51,48.8,0,0,0,0,0,,64.9,51,0,66.9,0
heat,compressorHeatOff,,Sleep,73,62,66.9,50,48.8,0,0,0,0,0,,65,50,0,66.9,0
heat,compressorHeatOff,,Sleep,73,62,66.9,50,48.8,0,0,0,0,0,,65.1,50,0,66.9,0
heat,compressorHeatOff,,Sleep,73,62,66.9,50,48.8,0,0,0,0,0,,65.2,50,0,66.9,0
heat,compressorHeatOff,,Sleep,73,62,66.9,50,48.8,0,0,0,0,0,,65.3,50,0,66.9,0
heat,compressorHeatOff,,Sleep,73,62,66.9,50,49.1,0,0,0,0,0,,64.9,50,0,66.9,0
heat,compressorHeatOff,,Sleep,73,62,66.7,51,49.1,0,0,0,0,0,,64.7,51,0,66.7,0
heat,compressorHeatOff,,Sleep,73,62,66.7,50,49.1,0,0,0,0,0,,64.8,50,0,66.7,0
heat,compressorHeatOff,,Sleep,73,62,66.7,50,49.1,0,0,0,0,0,,64.9,50,0,66.7,0
heat,compressorHeatOff,,Sleep,73,62,66.7,50,49.1,0,0,0,0,0,,65,50,0,66.7,0
heat,compressorHeatOff,,Sleep,73,62,66.7,50,49.1,0,0,0,0,0,,65,50,0,66.7,0
heat,compressorHeatOff,,Sleep,73,62,66.5,50,49.5,0,0,0,0,0,,64.6,50,0,66.5,0
heat,compressorHeatOff,,Sleep,73,62,66.5,51,49.5,0,0,0,0,0,,64.4,51,0,66.5,0
heat,compressorHeatOff,,Sleep,73,62,66.5,50,49.5,0,0,0,0,0,,64.6,50,0,66.5,0
heat,compressorHeatOff,,Sleep,73,62,66.5,50,49.5,0,0,0,0,0,,64.7,50,0,66.5,1
heat,compressorHeatOff,,Sleep,73,62,66.5,50,49.5,0,0,0,0,0,,64.8,50,1,66.5,1
heat,compressorHeatOff,,Sleep,73,62,66.5,51,49.5,0,0,0,0,0,,64.9,51,1,66.5,1
heat,compressorHeatOff,,Sleep,73,62,66.5,51,50.5,0,0,0,0,0,,64.6,51,1,66.5,0
heat,compressorHeatOff,,Sleep,73,62,66.5,52,50.5,0,0,0,0,0,,64.7,52,0,66.5,0
heat,compressorHeatOff,,Sleep,73,62,66.5,52,50.5,0,0,0,0,0,,65,52,1,66.5,0
heat,compressorHeatOff,,Sleep,73,62,66.3,52,50.5,0,0,0,0,0,,65.3,52,0,66.3,0
heat,compressorHeatOff,,Sleep,73,62,66.3,51,50.5,0,0,0,0,0,,65.5,51,0,66.3,0
heat,compressorHeatStage1On,(SmartRecovery),Sleep,73,62,66.2,50,50.5,0,0,300,0,300,,65.5,50,1,66.3,0
heat,compressorHeatStage1On,(SmartRecovery),Sleep,73,62,66.4,52,51.1,0,0,300,0,300,,65.2,52,1,66.6,1
heat,compressorHeatStage1On,(SmartRecovery),Sleep,73,62,66.5,52,51.1,0,0,300,0,300,,65,52,0,67.1,1
heat,compressorHeatStage1On,(SmartRecovery),Sleep,73,62,66.7,52,51.1,0,0,300,0,300,,64.9,52,1,67.6,1
heat,compressorHeatStage1On,(SmartRecovery),Sleep,73,62,66.9,53,51.1,0,0,285,0,300,,64.9,53,1,68.3,1
heat,compressorHeatOff,,Sleep,73,62,67,54,51.1,0,0,0,0,30,,65,54,1,68.7,1
heat,compressorHeatOff,,Sleep,73.7,62.7,67,54,51.1,0,0,0,0,0,,65.3,54,1,68.7,1
heat,compressorHeatOff,,Home,78,67,66.8,52,52.3,0,0,0,0,0,,65.6,52,0,68.1,1
heat,compressorHeatOff,,Home,78,67,66.9,52,52.3,0,0,0,0,0,,65.8,52,0,68,1
heat,compressorHeatOff,,Home,78,67,66.8,52,52.3,0,0,0,0,0,,65.9,52,0,67.8,1
heat,compressorHeatOff,,Home,78,67,66.7,52,52.3,0,0,0,0,0,,65.9,52,0,67.6,1
heat,compressorHeatOff,,Home,78,67,66.6,53,52.3,0,0,0,0,0,,65.6,53,0,67.6,0
heat,compressorHeatOff,,Home,78,67,66.5,52,52.3,0,0,270,0,270,,65.6,52,0,67.4,0
heat,compressorHeatStage1On,,Home,78,67,66.5,53,52.4,0,0,300,0,300,,65.4,53,0,67.5,0
heat,compressorHeatStage1On,,Home,78,67,66.6,54,52.4,0,0,300,0,300,,65.2,54,0,67.7,0
heat,compressorHeatStage1On,,Home,78,67,66.9,54,52.4,0,0,45,0,90,,65.1,54,0,68,0
heat,compressorHeatOff,,Home,78,67,67.1,53,52.4,0,0,0,0,0,,65.3,53,0,68.1,0
heat,compressorHeatOff,,Home,78,67,67,52,52.4,0,0,0,0,0,,65.6,52,0,68,0
heat,compressorHeatOff,,Home,78,67,66.8,52,52.4,0,0,0,0,0,,65.8,52,0,67.8,0
heat,compressorHeatOff,,Home,78,67,66.8,52,53.6,0,0,0,0,0,,65.9,52,0,67.8,0
heat,compressorHeatOff,,Home,78,67,66.7,52,53.6,0,0,0,0,0,,65.9,52,1,67.6,0
heat,compressorHeatOff,,Home,78,67,66.4,53,53.6,0,0,285,0,285,,65.5,53,1,67.6,0
heat,compressorHeatStage1On,,Home,78,67,66.2,53,53.6,0,0,300,0,300,,65.3,53,1,67.7,0
heat,compressorHeatStage1On,,Home,78,67,66,54,53.6,0,0,300,0,300,,65.2,54,0,67.9,0
heat,compressorHeatStage1On,,Home,78,67,65.8,54,53.6,0,0,300,0,300,,65.2,54,0,68.2,0
heat,compressorHeatStage1On,,Home,78,67,65.5,54,53.2,0,0,300,0,300,,65.2,54,0,68.5,0
